model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
DNN,AutoPGD,0.3,0.6602556790762563,0.6398808483731104,0.6988179772201011,0.658365188942112,0.6602556790762563,0.6389236286567967,0.6706275434578785,0.658365188942112,0.34163481105788795,0.658365188942112,0.34163481105788795
DNN,HopSkipJump,0,0.6451114757262812,0.6069870965164845,0.6626769605025248,0.6155186884089598,0.6451114757262812,0.6089035872172648,0.651890927254312,0.6155186884089598,0.3844813115910401,0.6155186884089598,0.3844813115910401
DNN,ZOO,0,0.8446534644778058,0.8289418341088854,0.8418201222276778,0.8048296330366466,0.8446534644778058,0.8148908099751808,0.8417039007525895,0.8048296330366466,0.19517036696335338,0.8048296330366466,0.19517036696335338
DNN,ZOO,0.01,0.8447412060962877,0.8290888964444975,0.8419103930457161,0.8048722184468791,0.8447412060962877,0.8149705351020413,0.8417814611564669,0.8048722184468791,0.19512778155312094,0.8048722184468791,0.19512778155312094
DNN,ZOO,0.1,0.8445043037263865,0.828782888539034,0.8416635552855364,0.8046179882209294,0.8445043037263865,0.8146959788777088,0.8415437516751734,0.8046179882209294,0.1953820117790706,0.8046179882209294,0.1953820117790706
DNN,ZOO,0.2,0.8447148836107431,0.8290490570698653,0.8418831580451807,0.8048528813234695,0.8447148836107431,0.8149438222986223,0.8417568594058199,0.8048528813234695,0.19514711867653045,0.8048528813234695,0.19514711867653045
DNN,ZOO,0.3,0.8445832711830202,0.828859479576463,0.8417467095693674,0.8047416145945557,0.8445832711830202,0.8148040627654412,0.841630892877037,0.8047416145945557,0.1952583854054442,0.8047416145945557,0.1952583854054442
model,attack_model,epsilon,Accuracy,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,TPR,FNR,TNR,FPR
,,,,,,,,,,,,,
DNN,BA,0.01,0.8530415632046748,0.8377537176778269,0.8506165278097595,0.8168387555548189,0.8530415632046748,0.8258255964951882,0.8506970464951056,0.8168387555548189,0.1831612444451811,0.8168387555548189,0.1831612444451811
DNN,BA,0.1,0.8529801440717375,0.8376525623099261,0.8505546062001663,0.8168082167120629,0.8529801440717375,0.8257685575905465,0.8506420778724478,0.8168082167120629,0.18319178328793714,0.8168082167120629,0.18319178328793714
DNN,BA,0.2,0.8532082722797905,0.8379180736312616,0.8507918086474906,0.8170924540098747,0.8532082722797905,0.8260474868990377,0.8508778787034337,0.8170924540098747,0.18290754599012518,0.8170924540098747,0.18290754599012518
DNN,BA,0.3,0.8530240148809785,0.8377369109210043,0.8505980457910637,0.8168112830273464,0.8530240148809785,0.8258019339463354,0.8506778671411726,0.8168112830273464,0.18318871697265363,0.8168112830273464,0.18318871697265363
DNN,BIM,0.01,0.8867080222161778,0.8724065336703435,0.8858131819301068,0.8646965798153581,0.8867080222161778,0.8683645669589578,0.8861156163512484,0.8646965798153581,0.13530342018464192,0.8646965798153581,0.13530342018464192
DNN,BIM,0.1,0.7497082591185477,0.7111444461651353,0.7450909246048724,0.7019377616266756,0.7497082591185477,0.7059375551965731,0.7469210136389924,0.7019377616266756,0.29806223837332435,0.7019377616266756,0.29806223837332435
DNN,BIM,0.2,0.718323082187574,0.6774346878851522,0.7209012396118946,0.6804999682318686,0.718323082187574,0.6788653607019821,0.719529036578911,0.6804999682318686,0.3195000317681313,0.6804999682318686,0.3195000317681313
DNN,BIM,0.3,0.617174544401646,0.6097787972618254,0.6733599844603128,0.6260314513708178,0.617174544401646,0.6009513186722026,0.6300168724801624,0.6260314513708178,0.3739685486291821,0.6260314513708178,0.3739685486291821
